# Table 2: Raw sequencing reads of all expressed small non-coding RNA species by tissue type. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Name:,Chromosomal Position,,,,BREAST,,,,,CNS,,,,,,COLON,,,,,,,LEUKEMIA,,,,,,MELANOMA,,,,,,,,,NSCLC,,,,,,,,,OVARIAN,,,,,,,PROSTATE,,RENAL,,,,,,,
mature,structure,chromosome,start,stop,BT-549,HS-578T,MCF-7,MDA-MB-231,T-47D,SF-539,SF-295,SF-268,U251,SNB-75,SNB-19,COLO 205,HCT-15,HCC2998,HCT-116,HT-29,KM12,SW-620,CCRF-CEM,HL-60(TB),K-562,MOLT-4,RPMI 8226,SR,MALME-3M,LOX-IMVI,M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SK-MEL-2,UACC-257,UACC-62,A549,EKVX,HOP 92,HOP 62,NCI-H23,NCI-H322M,NCI-H226,NCI-H460,NCI-H522,IGR-OV1,NCI/ADR-RES,OVCAR-3,OVCAR-8,OVCAR-4,OVCAR-5,SK-OV-3,DU-145,PC-3,A498,CAKI-1,786-0,ACHN,RXF393,SN12C,TK-10,UO-31
hsa_piR_016235,piRNA,chr11,45656328,45656357,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa_piR_016236,piRNA,chr4,9746607,9746635,0,1,2,1,1,0,0,0,0,2,2,0,3,0,4,0,2,3,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,2,1,0,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,2,0
hsa_piR_016237,piRNA,chr6,158974428,158974455,0,1,6,2,0,0,0,0,4,2,5,0,2,3,2,5,2,1,2,3,1,3,3,1,0,1,0,0,0,1,0,0,5,3,6,3,6,1,4,1,0,3,1,0,0,0,1,1,0,8,3,0,2,0,2,2,2,7,3
hsa_piR_016238,piRNA,Multiple,Multiple,Multiple,4,1,6,3,4,0,1,0,10,1,5,32,9,3,4,3,2,6,0,1,3,2,0,2,0,3,0,4,1,1,0,0,4,4,3,2,1,0,18,7,0,1,2,3,3,1,6,4,0,8,5,4,0,16,4,2,4,1,6
hsa_piR_016239,piRNA,chr1,17088792,17088818,8,3,1,6,2,1,19,1,1,0,2,1,3,4,2,9,3,5,6,12,6,7,4,14,0,5,1,7,29,4,10,0,15,1,0,4,4,7,3,0,2,9,7,12,2,7,2,1,6,7,6,2,0,8,1,10,8,9,4
hsa_piR_016241,piRNA,Multiple,Multiple,Multiple,1,1,1,5,5,0,3,3,1,1,8,2,3,2,0,5,2,5,4,3,3,3,0,0,0,1,2,3,5,0,2,0,2,5,2,1,1,0,3,1,0,0,1,1,1,1,1,6,0,1,1,1,1,4,1,1,6,3,1
hsa_piR_016242,piRNA,Multiple,Multiple,Multiple,0,0,1,0,0,0,0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,2,1
hsa_piR_016243,piRNA,chr4,6281321,6281346,5,2,5,1,0,0,2,1,1,2,1,0,2,1,2,3,3,0,1,0,2,1,0,2,0,1,1,2,0,0,0,0,2,2,1,0,4,1,1,1,1,3,0,2,4,0,0,2,2,1,0,2,1,0,4,0,2,7,1
hsa_piR_016244,piRNA,chr20,24968419,24968447,0,2,3,0,1,1,3,0,0,3,4,1,1,1,0,2,2,2,0,2,2,0,2,0,0,3,5,1,0,0,3,0,0,0,2,1,2,2,4,1,0,1,3,4,1,4,1,1,2,3,0,1,0,0,1,3,3,0,0
hsa_piR_016245,piRNA,chr11,46788030,46788055,40,7,11,27,9,3,6,5,11,8,20,24,9,17,7,16,20,23,26,48,28,20,12,18,0,5,15,12,8,10,15,0,19,14,8,15,22,6,7,5,6,19,8,11,13,12,28,13,9,22,6,14,8,20,9,18,13,14,13
hsa_piR_016247,piRNA,Multiple,Multiple,Multiple,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
hsa_piR_016248,piRNA,chr21,14268933,14268958,1,1,0,0,1,0,0,0,0,0,3,3,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,1,1,2,0,0,2,0
hsa_piR_016249,piRNA,chr6,5065550,5065577,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,0,0,3,1,0,0,3,0
hsa_piR_016250,piRNA,chr6,62892328,62892354,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,3,1,0,1,1,0,0,1,1,0
hsa_piR_016251,piRNA,chr11,45634394,45634423,0,0,9,3,0,0,0,0,5,4,5,0,1,2,1,0,0,2,1,1,1,1,0,3,0,1,0,1,0,0,0,0,1,0,3,1,2,0,6,1,0,1,0,2,0,0,1,0,0,4,0,0,1,1,1,0,1,3,0
hsa_piR_016252,piRNA,chr18,11654613,11654642,0,0,5,1,1,0,0,0,2,2,2,3,1,2,1,0,1,1,1,1,2,3,1,1,0,0,0,1,1,1,0,0,2,2,2,4,1,4,1,2,1,1,0,5,0,1,2,1,0,5,2,0,0,1,0,1,4,0,2
hsa_piR_016253,piRNA,Multiple,Multiple,Multiple,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,3,0,0,1,2,0,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,1,2,2,0,0,0,4,3,1,0,1,1,1,0,1,0
hsa_piR_016254,piRNA,chr14,87675619,87675647,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,1,1
hsa_piR_016255,piRNA,chr17,2175107,2175132,3,1,4,0,3,0,0,0,1,0,0,2,3,1,3,3,0,2,0,3,2,2,0,1,0,1,0,3,1,0,1,0,1,1,1,3,1,5,1,1,0,3,5,1,0,2,0,2,0,6,2,2,1,1,1,0,3,3,2
hsa_piR_016256,piRNA,chr5,180045542,180045571,0,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,5,0
hsa_piR_016258,piRNA,chr1,210112454,210112482,2,0,0,0,1,0,0,0,0,0,1,0,2,4,0,2,2,3,1,0,2,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,3,0
hsa_piR_016259,piRNA,chr13,30843884,30843913,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
hsa_piR_016260,piRNA,chr12,107705172,107705199,3,0,0,1,1,3,6,6,3,0,1,3,1,0,1,0,1,2,1,0,0,0,0,2,0,0,1,0,1,0,1,0,2,0,0,2,0,2,1,0,0,1,2,0,1,1,2,2,3,2,0,2,0,1,1,2,1,2,2
hsa_piR_016261,piRNA,chrX,70385300,70385329,0,0,2,0,2,0,1,0,2,2,2,0,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,2,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,1,9,1
hsa_piR_016262,piRNA,chr7,32580899,32580926,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa_piR_016263,piRNA,chr10,29119249,29119279,2,1,0,0,0,0,0,0,7,2,7,2,7,0,1,5,3,5,2,3,0,0,1,3,0,0,2,5,0,0,0,0,1,1,1,1,5,2,3,0,2,3,1,0,4,1,2,2,4,0,3,1,0,1,0,1,3,3,2
hsa_piR_016265,piRNA,chr10,47089872,47089897,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,1,3,0,1,0,1,0,0,2,0,1,0,1,3,8,2
hsa_piR_016266,piRNA,chr2,239021436,239021464,0,0,0,1,0,0,0,0,1,2,0,3,0,1,0,1,0,6,1,1,2,0,0,1,0,1,3,1,0,0,2,0,1,1,1,0,1,1,1,1,2,1,3,2,1,5,2,0,1,2,0,0,0,0,1,0,0,0,0
hsa_piR_016267,piRNA,chr2,111160485,111160513,2,1,2,0,3,1,1,0,5,2,2,2,1,4,1,0,2,5,1,5,3,2,2,5,0,1,1,0,0,1,0,0,3,4,1,2,2,4,2,3,4,5,1,3,3,2,3,0,0,5,3,3,1,3,0,1,3,5,2
hsa_piR_016268,piRNA,chr17,36244390,36244415,1,0,1,0,1,0,0,0,1,0,1,0,0,3,2,0,0,3,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,2,0,2,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,1,0
hsa_piR_016269,piRNA,chr13,30821400,30821430,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,1,0,1,0,0,2,0,2,2,0,0,1,0,1,2,2,0
hsa_piR_016270,piRNA,chr13,30837789,30837818,2,5,2,1,2,1,1,3,6,4,3,4,7,1,0,3,4,4,3,1,3,1,1,2,0,5,3,2,2,2,2,0,20,3,1,0,3,2,2,2,0,2,0,2,3,2,4,4,1,8,3,3,2,3,3,0,5,5,7
hsa_piR_016271,piRNA,Multiple,Multiple,Multiple,5,1,8,2,0,4,0,2,2,0,1,1,0,14,4,6,2,4,1,4,5,3,5,4,0,1,5,5,4,7,1,0,3,6,3,0,1,4,2,1,6,6,2,3,4,2,5,6,4,5,5,0,2,0,1,1,4,19,3
hsa_piR_016272,piRNA,chr14,87679147,87679176,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
hsa_piR_016273,piRNA,Multiple,Multiple,Multiple,0,2,5,1,0,0,0,1,4,0,3,7,0,13,1,2,1,3,2,2,1,1,0,1,0,1,0,1,0,1,2,0,2,3,1,3,2,2,3,4,0,4,0,0,5,2,1,2,0,4,2,2,0,4,1,0,4,4,5
hsa_piR_016275,piRNA,chr14,87695708,87695738,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa_piR_016277,piRNA,chr11,45685767,45685794,0,0,0,0,0,0,0,0,1,0,3,0,2,2,3,1,1,3,0,3,0,1,2,1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,0,0,0,1,2,1,2,0,0,1,1,3,1,0
hsa_piR_016278,piRNA,Multiple,Multiple,Multiple,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa_piR_016279,piRNA,chr15,95129596,95129621,0,0,1,1,1,0,0,1,2,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1
hsa_piR_016280,piRNA,chr15,90931003,90931031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
hsa_piR_016282,piRNA,chr15,49364521,49364548,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
hsa_piR_016284,piRNA,chr19,15988102,15988130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
hsa_piR_016285,piRNA,chr10,79202910,79202938,0,0,3,1,2,1,0,0,2,0,1,0,1,2,1,0,1,0,1,1,6,0,0,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,3,2,1,0,2,2,0,0,2,0,0,1,0,1,0,0,1,1
hsa_piR_016286,piRNA,chr6,33990654,33990682,0,1,0,2,0,0,0,0,0,1,2,1,1,2,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,3,0,0,3,1,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,1
hsa_piR_016287,piRNA,chr13,30837961,30837989,2,0,0,0,1,0,2,0,5,2,4,5,3,1,1,0,0,8,0,0,3,1,0,1,0,0,0,0,0,1,0,0,2,2,2,3,0,2,4,2,1,1,0,0,1,1,0,1,0,2,0,0,1,3,1,1,5,7,1
hsa_piR_016288,piRNA,chr6,33954686,33954716,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
hsa_piR_016289,piRNA,Multiple,Multiple,Multiple,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,3,0,2,0,1,0,0,3,3,0
hsa_piR_016290,piRNA,Multiple,Multiple,Multiple,2,0,1,5,2,1,1,0,1,2,7,0,1,4,0,3,5,3,0,1,1,2,2,0,0,3,2,0,0,0,1,0,1,2,0,2,2,1,2,0,2,3,0,0,2,2,1,1,2,4,1,3,1,4,4,1,3,6,0
hsa_piR_016291,piRNA,chr1,209927226,209927252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
hsa_piR_016292,piRNA,chr1,154576166,154576191,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
hsa_piR_016293,piRNA,chr3,106875680,106875706,1,2,5,1,1,0,1,1,2,0,4,3,1,2,3,1,0,6,0,2,0,2,1,1,0,0,0,3,0,1,2,0,1,6,1,0,2,0,2,2,0,2,0,1,0,0,2,1,0,3,1,4,2,1,3,0,1,2,0
hsa_piR_016295,piRNA,chr6,34092332,34092358,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
hsa_piR_016296,piRNA,chr10,88759085,88759115,1,0,2,0,2,0,1,0,3,3,4,0,0,0,2,0,0,2,0,1,0,4,0,1,0,0,2,2,0,0,3,0,3,4,2,0,2,3,7,1,0,2,0,0,2,0,1,1,2,0,2,0,1,1,0,0,0,4,1
hsa_piR_016298,piRNA,chr16,1544834,1544864,2,0,3,0,2,1,2,4,2,0,1,1,3,3,1,2,0,2,2,2,1,1,2,2,0,2,3,2,0,1,2,0,1,2,1,2,1,1,5,1,0,1,4,2,3,1,2,2,1,4,0,1,1,2,1,3,3,2,2
hsa_piR_016299,piRNA,Multiple,Multiple,Multiple,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
hsa_piR_016300,piRNA,chr16,45242845,45242870,0,0,1,3,0,3,1,2,0,0,4,1,2,0,1,0,0,0,0,5,1,0,5,0,0,1,2,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,1,6,0,0,1,0,1,0,9,1,1,0
hsa_piR_016302,piRNA,chr10,120565162,120565188,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
hsa_piR_016303,piRNA,chr6,167413493,167413520,2,1,0,0,1,0,2,2,0,0,0,0,0,1,0,0,3,1,0,2,0,3,0,1,0,0,0,1,1,2,2,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,2,0,1,2,0,0,2,1,2,2,1,1
hsa_piR_016304,piRNA,chr18,11650909,11650937,0,0,0,1,0,0,0,0,3,2,1,0,1,0,0,3,0,3,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,1,1,0,0,0,1,1,0,0
hsa_piR_016305,piRNA,chr6,90035457,90035482,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
hsa_piR_016306,piRNA,Multiple,Multiple,Multiple,2,0,2,0,1,0,0,0,0,1,2,1,1,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
hsa_piR_016308,piRNA,chr2,136585765,136585790,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,5,0,0,0,0,1,0,1,1,0
hsa_piR_016309,piRNA,chr3,44136649,44136674,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,4,0
hsa_piR_016310,piRNA,chr14,76317463,76317489,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
hsa_piR_016311,piRNA,chr22,21681866,21681896,4,1,1,2,4,3,1,0,2,3,2,0,2,3,0,2,5,1,1,0,6,1,1,2,0,3,1,2,0,0,1,0,1,1,1,1,3,3,6,2,0,2,5,2,2,4,1,0,1,3,2,0,3,2,1,0,4,3,2
hsa_piR_016312,piRNA,chr16,56747771,56747799,7,11,3,4,6,18,6,22,12,10,13,3,19,2,4,8,16,18,3,7,8,0,0,4,1,2,8,12,11,7,10,0,39,2,11,3,9,4,3,0,2,16,60,4,23,3,1,3,44,3,13,27,8,19,18,17,20,4,9
hsa_piR_016313,piRNA,chr2,236681293,236681318,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0
hsa_piR_016314,piRNA,Multiple,Multiple,Multiple,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0
hsa_piR_016315,piRNA,chr19,16010623,16010653,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa_piR_016316,piRNA,chr6,40454075,40454101,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa_piR_016317,piRNA,Multiple,Multiple,Multiple,0,0,1,2,1,0,1,0,0,2,0,0,0,2,0,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,0,2,1,0
hsa_piR_016318,piRNA,Multiple,Multiple,Multiple,0,2,4,2,0,1,0,0,0,3,4,0,1,0,0,1,4,0,0,0,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,3,3,2,4,3,0,0,3,3,1,0,1,3,0,2,1,2,3,2,0,1,1,1,4
hsa_piR_016319,piRNA,chrY,13164995,13165020,2,1,2,2,3,0,1,2,2,3,3,2,3,2,4,4,3,3,3,3,3,0,3,0,0,2,1,2,2,1,2,0,0,6,3,1,8,1,4,1,0,0,1,3,4,4,3,2,0,3,0,2,3,2,4,0,3,5,2
hsa_piR_016321,piRNA,chr17,10556652,10556678,0,0,1,0,1,0,0,0,0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
hsa_piR_016323,piRNA,chr15,49371398,49371426,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,1,0,3,0,1,0,0,1,2,0,1,0,1,0,2,0,0,1,2,0,4,0,0,3,1,1,1,0,1,0,0,1,1,1,2,0,2,1,0,0,1,2,0,0
hsa_piR_016327,piRNA,chr9,962972,962998,2,0,0,0,2,0,0,0,2,0,1,0,1,2,1,0,1,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,2,1,0,1,0,0,1,0,0,1,0,0,0,0
hsa_piR_016328,piRNA,chr6,90715077,90715102,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
hsa_piR_016329,piRNA,chr15,95118288,95118317,1,14,3,1,2,3,1,0,0,22,4,0,0,3,0,0,6,3,1,2,5,1,1,9,0,0,1,0,0,0,1,0,1,2,1,1,0,0,1,1,1,3,1,1,1,2,21,2,0,2,2,1,1,0,1,0,4,3,0
hsa_piR_016330,piRNA,chr1,6553680,6553708,0,1,0,0,0,0,0,0,1,2,2,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,1,0,0,0,0,0,1,0,1,0,1,3,0,1,2,1,0,0,1,0,0
hsa_piR_016331,piRNA,chr7,158625125,158625151,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,2,1
hsa_piR_016332,piRNA,chr11,77605389,77605416,1,0,1,2,1,1,0,0,1,1,3,0,3,0,0,1,1,0,1,2,0,2,0,1,0,0,1,2,1,1,0,0,1,0,1,1,1,0,0,0,0,1,2,4,0,1,0,0,1,3,1,0,1,0,0,0,1,1,0
hsa_piR_016335,piRNA,chr13,96397984,96398014,1,0,0,4,2,0,0,0,2,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,3,1,0,1,0,1,2,0,2,0,1,2,1,0,0,2,1,0,2,4,0
hsa_piR_016336,piRNA,chr15,49375417,49375446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
hsa_piR_016339,piRNA,chr10,70316248,70316274,0,1,1,0,0,3,3,1,0,0,1,2,0,2,3,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,1,0,1,0,1,2,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,2,0,0,1,1,1
hsa_piR_016340,piRNA,chr21,44737590,44737617,4,2,3,0,1,1,0,3,2,1,1,2,0,0,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,4,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,2,0
hsa_piR_016341,piRNA,chr13,26159312,26159338,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,3,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0
hsa_piR_016342,piRNA,chr1,177823732,177823762,2,1,5,2,4,1,0,1,2,2,6,0,2,1,2,0,1,3,0,1,1,2,1,2,0,1,0,0,0,1,0,0,2,1,1,0,5,2,2,0,2,2,0,1,0,3,2,2,1,5,1,1,2,2,4,0,3,5,1
hsa_piR_016343,piRNA,Multiple,Multiple,Multiple,1,2,1,1,0,0,1,0,1,0,0,0,1,0,1,2,1,3,2,0,3,0,0,2,0,6,2,2,0,1,0,0,1,3,2,1,2,0,0,0,1,0,2,1,1,1,0,1,1,2,2,2,0,1,2,0,4,2,0
hsa_piR_016344,piRNA,chr11,45676830,45676859,1,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,2,3,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0
hsa_piR_016345,piRNA,chr15,95111901,95111930,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
hsa_piR_016346,piRNA,chr10,44815087,44815113,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0
